,tweets,likes,time,retweets,clean_tweets,polarity,subjectivity,sentiment
1712,RT @Reuters: Pfizer announced that their COVID-19 vaccine has proven to be more than 90% effective in children ages 5 to 11 in a clinical t…,0,2021-10-22 21:29:05+00:00,58,"['rt', 'reuters', 'pfizer', 'announced', 'covid', 'vaccine', 'proven', 'effective', 'child', 'age', 'clinical', '']",0.55,0.65,Positive
1713,RT @LeslynLewis: Never have Canadian children been used as shields for adults. Parents question vaccinating kids 5-12 without long-term dat…,0,2021-10-22 21:29:05+00:00,870,"['rt', 'leslynlewis', 'never', 'canadian', 'child', 'used', 'shield', 'adult', 'parent', 'question', 'vaccinating', 'kid', 'without', 'longterm', 'dat', '']",0.0,0.0,Neutral
1714,RT @DrSyedHaider: My experience using ivermectin and fluvoxamine in 4000 acute COVID-19 patients: 5 hospitalized. 0 dead. 4000 recovered. 5…,0,2021-10-22 21:29:04+00:00,16409,"['rt', 'drsyedhaider', 'experience', 'using', 'ivermectin', 'fluvoxamine', 'acute', 'covid', 'patient', 'hospitalized', 'dead', 'recovered', '']",0.19999999999999998,0.65,Positive
1715,"RT @DMHospitalGroup: #CitywestVaccinationCentre is open for dose 1 and dose 2 walk-in #COVIDVaccination this bank holiday weekend 

Saturda…",0,2021-10-22 21:29:04+00:00,7,"['rt', 'dmhospitalgroup', 'citywestvaccinationcentre', 'open', 'dose', 'dose', 'walkin', 'covidvaccination', 'bank', 'holiday', 'weekend', 'saturda', '']",0.0,0.5,Neutral
1716,"RT @RashidaTlaib: I lost a childhood friend to #Covid_19 yesterday. He was only 44 years old, a father of 4 with another on the way. 

Plea…",0,2021-10-22 21:29:03+00:00,94,"['rt', 'rashidatlaib', 'lost', 'childhood', 'friend', 'covid', 'yesterday', 'year', 'old', 'father', 'another', 'way', 'plea', '']",0.05,0.6,Positive
1717,Booster shots are now outpacing demand for the initial series of COVID-19 vaccinations in Illinois -- here's who can sign up for them and how https://t.co/vQWPOHv4Bw,0,2021-10-22 21:29:03+00:00,0,"['booster', 'shot', 'outpacing', 'demand', 'initial', 'series', 'covid', 'vaccination', 'illinois', 'here', 'sign', 'httpstcovqwpohvbw']",0.0,0.0,Neutral
1718,"@pdougherty About 15% of all Alaskans have now tested positive for COVID-19. Any mass group has lots of variables, but that could be a good starting point.",0,2021-10-22 21:29:02+00:00,0,"['pdougherty', 'alaskan', 'tested', 'positive', 'covid', 'mass', 'group', 'lot', 'variable', 'could', 'good', 'starting', 'point']",0.3090909090909091,0.4151515151515152,Positive
1719,"RT @CP24: People with allergic reaction to COVID-19 vaccine can still get second dose: NACI
https://t.co/JaWFllUoVp https://t.co/XvPlSEg8oL",0,2021-10-22 21:29:02+00:00,12,"['rt', 'cp', 'people', 'allergic', 'reaction', 'covid', 'vaccine', 'still', 'get', 'second', 'dose', 'naci', 'httpstcojawflluovp', 'httpstcoxvplsegol']",0.0,0.0,Neutral
1720,"RT @RPamatatau: Covid 19 Delta outbreak: Young Auckland mum's vaccination plea after life-threatening battle, via @nzherald https://t.co/FE…",0,2021-10-22 21:29:02+00:00,2,"['rt', 'rpamatatau', 'covid', 'delta', 'outbreak', 'young', 'auckland', 'mum', 'vaccination', 'plea', 'lifethreatening', 'battle', 'via', 'nzherald', 'httpstcofe', '']",0.1,0.4,Positive
1721,IMPORTANT NEWS REGARDING LATEST COVID-19 BOOSTER SHOT AVAILABILITY AT OCHD VACCINATION CLINICS IN OCEAN... https://t.co/pghP1uMuiA https://t.co/E8x8k1wdY0,0,2021-10-22 21:29:02+00:00,0,"['important', 'news', 'regarding', 'latest', 'covid', 'booster', 'shot', 'availability', 'ochd', 'vaccination', 'clinic', 'ocean', 'httpstcopghpumuia', 'httpstcoexkwdy']",0.45,0.95,Positive
1722,"RT @UHhospitals: There’s a new anti-viral pill to combat COVID-19 for those who have contracted the virus, especially those at higher risk.…",0,2021-10-22 21:29:01+00:00,5,"['rt', 'uhhospitals', 'new', 'antiviral', 'pill', 'combat', 'covid', 'contracted', 'virus', 'especially', 'higher', 'risk', '']",0.12878787878787878,0.6515151515151515,Positive
1723,HERE'S A STATEMENT ON COMPULSORY COVID 19 TESTING FOR ALL INCOMING PASSENGERS AT ENTEBBE INTERNATIONAL AIRPORT https://t.co/5Q7ylHqrwa,0,2021-10-22 21:29:01+00:00,1,"['here', 'statement', 'compulsory', 'covid', 'testing', 'incoming', 'passenger', 'entebbe', 'international', 'airport', 'httpstcoqylhqrwa']",0.0,0.0,Neutral
1724,"Fifth #Covid_19 Wave in #Iran Worsens, As Sixth Wave Is Imminent

Since the beginning of the pandemic, the regime’s only strategy has been to use the deadly virus as a method to control Iran’s restive society.
https://t.co/0RK9XGuYSQ",6,2021-10-22 21:29:00+00:00,7,"['fifth', 'covid', 'wave', 'iran', 'worsens', 'sixth', 'wave', 'imminent', 'since', 'beginning', 'pandemic', 'regime', 'strategy', 'use', 'deadly', 'virus', 'method', 'control', 'iran', 'restive', 'society', 'httpstcorkxguysq']",-0.1,0.7,Negative
1725,"RT @GandBLawyers: Singapore with one of the highest vaccination rates in the world, seeing spiralling deaths and covid-19 out of control. B…",0,2021-10-22 21:28:57+00:00,59,"['rt', 'gandblawyers', 'singapore', 'one', 'highest', 'vaccination', 'rate', 'world', 'seeing', 'spiralling', 'death', 'covid', 'control', 'b', '']",0.0,0.0,Neutral
1726,"@ShannonFalls3 @TorontoStar “…even if the COVID-19 vaccines were “leaky,” meaning they still allowed some vaccinated people to transmit the virus to others, there is evidence that they could still efficiently contain the spread of the disease.” https://t.co/a91rh1A5oR",0,2021-10-22 21:28:57+00:00,0,"['shannonfalls', 'torontostar', 'even', 'covid', 'vaccine', 'leaky', 'meaning', 'still', 'allowed', 'vaccinated', 'people', 'transmit', 'virus', 'others', 'evidence', 'could', 'still', 'efficiently', 'contain', 'spread', 'disease', 'httpstcoarhaor']",0.0,0.0,Neutral
1727,Australia: Enngonia indigenous community faces desperate situation as COVID-19 spreads to western New South Wales https://t.co/OxEdT6j5qp,0,2021-10-22 21:28:57+00:00,0,"['australia', 'enngonia', 'indigenous', 'community', 'face', 'desperate', 'situation', 'covid', 'spread', 'western', 'new', 'south', 'wale', 'httpstcooxedtjqp']",-0.15454545454545454,0.48484848484848486,Negative
1728,RT @DoctorOntario: People with allergic reaction to COVID-19 vaccine can still get second dose. ARE YOU PAYING ATTENTION YET???? https://t.…,0,2021-10-22 21:28:56+00:00,69,"['rt', 'doctorontario', 'people', 'allergic', 'reaction', 'covid', 'vaccine', 'still', 'get', 'second', 'dose', 'paying', 'attention', 'yet', 'httpst', '']",0.0,0.0,Neutral
1729,RT @ZBCNewsonline: Covid-19 Testing currently being done at Nashville High School in Gweru @abietembo @MoHCCZim @InfoMinZW https://t.co/ZFZ…,0,2021-10-22 21:28:56+00:00,9,"['rt', 'zbcnewsonline', 'covid', 'testing', 'currently', 'done', 'nashville', 'high', 'school', 'gweru', 'abietembo', 'mohcczim', 'infominzw', 'httpstcozfz', '']",0.08,0.47,Positive
1730,@Ex_MislTech @youngbiafra Monoclonal treatments have been proven to be useful in fighting COVID-19. Do your research! https://t.co/p0jFBtq1b4,0,2021-10-22 21:28:56+00:00,0,"['exmisltech', 'youngbiafra', 'monoclonal', 'treatment', 'proven', 'useful', 'fighting', 'covid', 'research', 'httpstcopjfbtqb']",0.375,0.0,Positive
1731,RT @VirtualHospice: Discover how the COVID-19 pandemic has impacted palliative care and created a healthcare crisis. Join us tonight for a…,0,2021-10-22 21:28:55+00:00,5,"['rt', 'virtualhospice', 'discover', 'covid', 'pandemic', 'impacted', 'palliative', 'care', 'created', 'healthcare', 'crisis', 'join', 'u', 'tonight', '']",0.0,0.0,Neutral
1732,"RT @CP24: #BREAKING: Ontario restaurants, gyms to return to full pre-pandemic capacity on Oct. 25; all other COVID-19 mitigation measures t…",0,2021-10-22 21:28:55+00:00,283,"['rt', 'cp', 'breaking', 'ontario', 'restaurant', 'gym', 'return', 'full', 'prepandemic', 'capacity', 'oct', 'covid', 'mitigation', 'measure', '']",0.11249999999999999,0.4625,Positive
1733,RT @DrSyedHaider: My experience using ivermectin and fluvoxamine in 4000 acute COVID-19 patients: 5 hospitalized. 0 dead. 4000 recovered. 5…,0,2021-10-22 21:28:55+00:00,16409,"['rt', 'drsyedhaider', 'experience', 'using', 'ivermectin', 'fluvoxamine', 'acute', 'covid', 'patient', 'hospitalized', 'dead', 'recovered', '']",0.19999999999999998,0.65,Positive
1734,"RT @PMBhutan: In what is a huge accomplishment not just for your country but the world, India hit the one billion mark of COVID-19 vaccinat…",0,2021-10-22 21:28:55+00:00,2917,"['rt', 'pmbhutan', 'huge', 'accomplishment', 'country', 'world', 'india', 'hit', 'one', 'billion', 'mark', 'covid', 'vaccinat', '']",0.4000000000000001,0.9,Positive
1735,RT @NationwideRadio: Prime Minister Andrew Holness is urging some local pastors to desist from imposing their religious beliefs about the C…,0,2021-10-22 21:28:54+00:00,22,"['rt', 'nationwideradio', 'prime', 'minister', 'andrew', 'holness', 'urging', 'local', 'pastor', 'desist', 'imposing', 'religious', 'belief', 'c', '']",0.0,0.125,Neutral
1736,"Prosecution must be implemented ... #Covid_19 against @BorisJohnson &amp; @MattHancock for 
""MURDER BY OMISSION""  #CriminalJustice 
@Telegraph @TheSun @DailyMirror @DailyExpressRB https://t.co/RMkzMo45Sm",0,2021-10-22 21:28:54+00:00,0,"['prosecution', 'must', 'implemented', 'covid', 'borisjohnson', 'amp', 'matthancock', 'murder', 'omission', 'criminaljustice', 'telegraph', 'thesun', 'dailymirror', 'dailyexpressrb', 'httpstcormkzmosm']",0.0,0.0,Neutral
1737,"RT @JamaicaGleaner: Jamaica on Thursday recorded 20 COVID deaths between Aug 23 to Oct 19, increasing the tally to 2,153.

New cases: 173
T…",0,2021-10-22 21:28:53+00:00,5,"['rt', 'jamaicagleaner', 'jamaica', 'thursday', 'recorded', 'covid', 'death', 'aug', 'oct', 'increasing', 'tally', 'new', 'case', '']",0.13636363636363635,0.45454545454545453,Positive
1738,RT @NatureNeuro: The brains of #COVID-19 patients have damaged blood vessels (more so-called string vessels representing remnants of lost c…,0,2021-10-22 21:28:53+00:00,39,"['rt', 'natureneuro', 'brain', 'covid', 'patient', 'damaged', 'blood', 'vessel', 'socalled', 'string', 'vessel', 'representing', 'remnant', 'lost', 'c', '']",0.5,0.5,Positive
1739,COVID-19 booster shots are now available to more Rhode Islanders. https://t.co/k65HQAOsJi,0,2021-10-22 21:28:53+00:00,0,"['covid', 'booster', 'shot', 'available', 'rhode', 'islander', 'httpstcokhqaosji']",0.45,0.45,Positive
1740,"@_edwardmondini_ @NotDorseyJack1 Westminster presided over the highest covid-19 death toll and worst economic damage in Europe.
They inflicted Brexit upon Scotland, when 62% of Scots voted to Remain.
They 'disappeared' £37 billion on test and trace.
Boris Johnson is PM.

What were you saying about risks again?",0,2021-10-22 21:28:53+00:00,0,"['edwardmondini', 'notdorseyjack', 'westminster', 'presided', 'highest', 'covid', 'death', 'toll', 'worst', 'economic', 'damage', 'europe', 'inflicted', 'brexit', 'upon', 'scotland', 'scot', 'voted', 'remain', 'disappeared', 'billion', 'test', 'trace', 'boris', 'johnson', 'pm', 'saying', 'risk']",-0.4,0.6,Negative
1741,RT @sailorrooscout: OVER 6.7 BILLION doses of COVID-19 vaccines have been administered worldwide. Think about that. We developed these vacc…,0,2021-10-22 21:28:52+00:00,469,"['rt', 'sailorrooscout', 'billion', 'dos', 'covid', 'vaccine', 'administered', 'worldwide', 'think', 'developed', 'vacc', '']",0.1,0.3,Positive
1742,RT @narendramodi: Thank you @pmharriskn for your kind words. We continue to remain committed in our fight against COVID -19. #VaccineCentur…,0,2021-10-22 21:28:50+00:00,1159,"['rt', 'narendramodi', 'thank', 'pmharriskn', 'kind', 'word', 'continue', 'remain', 'committed', 'fight', 'covid', 'vaccinecentur', '']",0.6,0.9,Positive
1743,"@dragonfan817 @scroteblaster @MonicaGandhi9 Easy. The boosted population had less breakthrough than the two-dose population during the trial. The relative difference is the efficacy. 

“There were only five cases of COVID-19 in the booster group, compared with 109 cases in the group that received the placebo shot.”",0,2021-10-22 21:28:50+00:00,0,"['dragonfan', 'scroteblaster', 'monicagandhi', 'easy', 'boosted', 'population', 'le', 'breakthrough', 'twodose', 'population', 'trial', 'relative', 'difference', 'efficacy', 'five', 'case', 'covid', 'booster', 'group', 'compared', 'case', 'group', 'received', 'placebo', 'shot', '']",0.06666666666666668,0.475,Positive
1744,RT @SkyNews: COVID-19: Liverpool council health board advises people to work from home in face of rising coronavirus cases  https://t.co/DZ…,0,2021-10-22 21:28:49+00:00,36,"['rt', 'skynews', 'covid', 'liverpool', 'council', 'health', 'board', 'advises', 'people', 'work', 'home', 'face', 'rising', 'coronavirus', 'case', 'httpstcodz', '']",0.0,0.0,Neutral
1745,"Rep. Glenn Thompson in hospital with Covid

https://t.co/GNj71bt5RF",0,2021-10-22 21:28:49+00:00,0,"['rep', 'glenn', 'thompson', 'hospital', 'covid', 'httpstcognjbtrf']",0.0,0.0,Neutral
1746,"RT @EmeraldRobinson: Dr. Fauci is not just morally responsible for creating COVID-19, he is directly responsible for millions of deaths aro…",0,2021-10-22 21:28:48+00:00,3548,"['rt', 'emeraldrobinson', 'dr', 'fauci', 'morally', 'responsible', 'creating', 'covid', 'directly', 'responsible', 'million', 'death', 'aro', '']",0.2,0.55,Positive
1747,RT @KagutaMuseveni: I am pleased to commission the Entebbe International Airport COVID-19 laboratories. These will be used as government te…,0,2021-10-22 21:28:47+00:00,109,"['rt', 'kagutamuseveni', 'pleased', 'commission', 'entebbe', 'international', 'airport', 'covid', 'laboratory', 'used', 'government', 'te', '']",0.25,0.5,Positive
1748,"RT @RWMaloneMD: NIH: ""Characteristics of Antiviral Agents That Are Approved or Under Evaluation for the Treatment of COVID-19""

RE: Ivermec…",0,2021-10-22 21:28:46+00:00,539,"['rt', 'rwmalonemd', 'nih', 'characteristic', 'antiviral', 'agent', 'approved', 'evaluation', 'treatment', 'covid', 'ivermec', '']",0.0,0.0,Neutral
1749,"RT @ryanmeili: Last night’s SK docs town hall had some hard truths to share. 🧵 

We learned the devastating news that 3 children under 12 h…",0,2021-10-22 21:28:46+00:00,15,"['rt', 'ryanmeili', 'last', 'night', 'sk', 'doc', 'town', 'hall', 'hard', 'truth', 'share', 'learned', 'devastating', 'news', 'child', 'h', '']",-0.4305555555555556,0.5361111111111111,Negative
1750,RT @MichiganDems: The state has seen an increase in deaths because of COVID-19...#MaskUpMI https://t.co/MDsgyhQ1DK,0,2021-10-22 21:28:46+00:00,7,"['rt', 'michigandems', 'state', 'seen', 'increase', 'death', 'covidmaskupmi', 'httpstcomdsgyhqdk']",0.0,0.0,Neutral
1751,"RT @LloydHardy: 100K cases a day is coming, we are being warned by the British Medical Association that we must wear masks, socially distan…",0,2021-10-22 21:28:46+00:00,499,"['rt', 'lloydhardy', 'k', 'case', 'day', 'coming', 'warned', 'british', 'medical', 'association', 'must', 'wear', 'mask', 'socially', 'distan', '']",0.011111111111111112,0.022222222222222223,Positive
1752,"@Travistritt How many cases, of Covid-19, do you think?",0,2021-10-22 21:28:45+00:00,0,"['travistritt', 'many', 'case', 'covid', 'think']",0.5,0.5,Positive
1753,"RT @SenKatyG: The Morrison Government wants us to forget that they had doubled the debt to historic highs BEFORE #COVID19
 
End Sept 2013 g…",0,2021-10-22 21:28:44+00:00,283,"['rt', 'senkatyg', 'morrison', 'government', 'want', 'u', 'forget', 'doubled', 'debt', 'historic', 'high', 'covid', 'end', 'sept', 'g', '']",0.1,0.05,Positive
1754,"Advanced class on a field trip to @California_ISO with an excellent specialized lecture + Q&amp;A on the topic of solar and energy storage right before COVID-19. Thanks again @California_ISO for hosting us 2017, 2018 &amp; 2019! https://t.co/XBZtJFZzlO",0,2021-10-22 21:28:43+00:00,0,"['advanced', 'class', 'field', 'trip', 'californiaiso', 'excellent', 'specialized', 'lecture', 'qampa', 'topic', 'solar', 'energy', 'storage', 'right', 'covid', 'thanks', 'californiaiso', 'hosting', 'u', 'amp', 'httpstcoxbztjfzzlo']",0.4839285714285714,0.5839285714285715,Positive
1755,"RT @joelsax47: #Prayers are putting God to the test. If Satan can't do it, neither can you.

#Covid_19 #covidiots #vaccines #GetVaccinatedN…",0,2021-10-22 21:28:43+00:00,2,"['rt', 'joelsax', 'prayer', 'putting', 'god', 'test', 'satan', 'cant', 'neither', 'covid', 'covidiots', 'vaccine', 'getvaccinatedn', '']",0.0,0.0,Neutral
1756,"RT @EmeraldRobinson: Dr. Fauci is not just morally responsible for creating COVID-19, he is directly responsible for millions of deaths aro…",0,2021-10-22 21:28:42+00:00,3548,"['rt', 'emeraldrobinson', 'dr', 'fauci', 'morally', 'responsible', 'creating', 'covid', 'directly', 'responsible', 'million', 'death', 'aro', '']",0.2,0.55,Positive
1757,"RT @RWMaloneMD: ""major concerns regarding potential flaws in the reliability of the Israeli data with respect to the Pfizer-BioNTech COVID-…",0,2021-10-22 21:28:42+00:00,763,"['rt', 'rwmalonemd', 'major', 'concern', 'regarding', 'potential', 'flaw', 'reliability', 'israeli', 'data', 'respect', 'pfizerbiontech', 'covid', '']",0.03125,0.75,Positive
1758,"You can still register at https://t.co/T0ALKYMp09 and pay the small fee of $50.00 as proceeds will be donated towards ending Polio and Community Service Initiatives.

😷Covid-19 protocols will be strictly enforced!!😷",0,2021-10-22 21:28:42+00:00,0,"['still', 'register', 'httpstcotalkymp', 'pay', 'small', 'fee', 'proceeds', 'donated', 'towards', 'ending', 'polio', 'community', 'service', 'initiative', 'covid', 'protocol', 'strictly', 'enforced', '']",-0.25,0.4,Negative
1759,"RT @CityNewsTO: Premier Ford had strong words for independent MPP Randy Hillier, who's accused by families of using photos of dead loved on…",0,2021-10-22 21:28:42+00:00,6,"['rt', 'citynewsto', 'premier', 'ford', 'strong', 'word', 'independent', 'mpp', 'randy', 'hillier', 'who', 'accused', 'family', 'using', 'photo', 'dead', 'loved', '']",0.2333333333333333,0.5145833333333334,Positive
1760,"RT @EmeraldRobinson: Dr. Fauci is not just morally responsible for creating COVID-19, he is directly responsible for millions of deaths aro…",0,2021-10-22 21:28:42+00:00,3548,"['rt', 'emeraldrobinson', 'dr', 'fauci', 'morally', 'responsible', 'creating', 'covid', 'directly', 'responsible', 'million', 'death', 'aro', '']",0.2,0.55,Positive
1761,RT @TheAnything_Bot: Strawberry elephant has been diagnosed with COVID-19 https://t.co/UAMIjt7VCR,0,2021-10-22 21:28:41+00:00,51,"['rt', 'theanythingbot', 'strawberry', 'elephant', 'diagnosed', 'covid', 'httpstcouamijtvcr']",0.0,0.0,Neutral
1762,"RT @BleuByron: Child deaths are 52% higher than the 5-year-average since they were offered the Covid-19 vaccine, after previously being 14%…",0,2021-10-22 21:28:41+00:00,46,"['rt', 'bleubyron', 'child', 'death', 'higher', 'yearaverage', 'since', 'offered', 'covid', 'vaccine', 'previously', '']",0.04166666666666667,0.3333333333333333,Positive
1763,"RT @jasonrantz: I’m sorry, but is Biden okay? Wasn’t he near DHS Secretary Mayorkas over the weekend? Mayorkas tested positive for COVID-19…",0,2021-10-22 21:28:41+00:00,406,"['rt', 'jasonrantz', 'sorry', 'biden', 'okay', 'near', 'dhs', 'secretary', 'mayorkas', 'weekend', 'mayorkas', 'tested', 'positive', 'covid', '']",0.08181818181818182,0.6113636363636363,Positive
1764,"RT @SanDiegoCounty: COVID-19 Vaccination Clinics Saturday 10/23 to Tuesday 10/26.

For a complete list, visit https://t.co/WAaDb7QSsS. http…",0,2021-10-22 21:28:41+00:00,5,"['rt', 'sandiegocounty', 'covid', 'vaccination', 'clinic', 'saturday', 'tuesday', 'complete', 'list', 'visit', 'httpstcowaadbqsss', 'http', '']",0.1,0.4,Positive
1765,"RT @BennRedward: Pants On Fire LIE for anyone to pretend Ivermectin is not safe.  With over 3.7 billion doses given, and only 5,700 adverse…",0,2021-10-22 21:28:40+00:00,1,"['rt', 'bennredward', 'pant', 'fire', 'lie', 'anyone', 'pretend', 'ivermectin', 'safe', 'billion', 'dos', 'given', 'adverse', '']",-0.125,0.75,Negative
1766,@pierrelemoine88 @KurtisBishop1 @LeslynLewis Being vaccinated decreases the likelihood of contracting &amp; therefore transmitting the viruses to others. Does it eliminate that risk entirely? Of course not! No vaccine is 100% effective. You are more likely to end up with myocarditis if you contract COVID-19 period.,1,2021-10-22 21:28:40+00:00,0,"['pierrelemoine', 'kurtisbishop', 'leslynlewis', 'vaccinated', 'decrease', 'likelihood', 'contracting', 'amp', 'therefore', 'transmitting', 'virus', 'others', 'eliminate', 'risk', 'entirely', 'course', 'vaccine', 'effective', 'likely', 'end', 'myocarditis', 'contract', 'covid', 'period']",0.275,0.73125,Positive
1767,"RT @KESQ: The City of Palm Springs is encouraging residents to take a survey online to share input on current COVID-19 restrictions.
https:…",0,2021-10-22 21:28:39+00:00,1,"['rt', 'kesq', 'city', 'palm', 'spring', 'encouraging', 'resident', 'take', 'survey', 'online', 'share', 'input', 'current', 'covid', 'restriction', 'http', '']",0.0,0.4,Neutral
1768,The Biden Administration has announced updates on operational planning for COVID-19 vaccinations for kids ages 5–11. https://t.co/47kywNpfyV #COVID-19 #vaccination #back2school,0,2021-10-22 21:28:38+00:00,0,"['biden', 'administration', 'announced', 'update', 'operational', 'planning', 'covid', 'vaccination', 'kid', 'age', 'httpstcokywnpfyv', 'covid', 'vaccination', 'backschool']",0.0,0.0,Neutral
1769,"RT @kylegriffin1: WASHINGTON (AP) -- US health officials expand COVID-19 booster campaign to include all authorized vaccines, mixing of bra…",0,2021-10-22 21:28:38+00:00,499,"['rt', 'kylegriffin', 'washington', 'ap', 'u', 'health', 'official', 'expand', 'covid', 'booster', 'campaign', 'include', 'authorized', 'vaccine', 'mixing', 'bra', '']",0.0,0.0,Neutral
1770,"RT @RWMaloneMD: ""major concerns regarding potential flaws in the reliability of the Israeli data with respect to the Pfizer-BioNTech COVID-…",0,2021-10-22 21:28:38+00:00,763,"['rt', 'rwmalonemd', 'major', 'concern', 'regarding', 'potential', 'flaw', 'reliability', 'israeli', 'data', 'respect', 'pfizerbiontech', 'covid', '']",0.03125,0.75,Positive
1771,"RT @MarisePayne: Australia and India are working more closely than ever to fight COVID-19 by providing safe, equitable vaccine access in th…",0,2021-10-22 21:28:37+00:00,201,"['rt', 'marisepayne', 'australia', 'india', 'working', 'closely', 'ever', 'fight', 'covid', 'providing', 'safe', 'equitable', 'vaccine', 'access', 'th', '']",0.5,0.5,Positive
1772,@Reuters Effective against what exactly since that age demographic have almost a 0% chance of being hospitalized or dying from COVID-19.,0,2021-10-22 21:28:36+00:00,0,"['reuters', 'effective', 'exactly', 'since', 'age', 'demographic', 'almost', 'chance', 'hospitalized', 'dying', 'covid']",0.425,0.525,Positive
1773,"RT @AlexanderQuon: COVID-19 in Saskatchewan. 12 deaths being reported on Friday. Moves the province up 812 deaths. 

300 new cases. 

We dr…",0,2021-10-22 21:28:35+00:00,14,"['rt', 'alexanderquon', 'covid', 'saskatchewan', 'death', 'reported', 'friday', 'move', 'province', 'death', 'new', 'case', 'dr', '']",0.13636363636363635,0.45454545454545453,Positive
1774,"RT @ZubyMusic: Is anybody aware of a single otherwise healthy child, anywhere in the world who died directly as a result of Covid-19 over t…",0,2021-10-22 21:28:35+00:00,479,"['rt', 'zubymusic', 'anybody', 'aware', 'single', 'otherwise', 'healthy', 'child', 'anywhere', 'world', 'died', 'directly', 'result', 'covid', '']",0.19464285714285715,0.3410714285714286,Positive
1775,RT @rhjameson: Mario Draghi singled out the U.K.’s handling of the Covid-19 pandemic as a great example -- of what not to do https://t.co/M…,0,2021-10-22 21:28:35+00:00,14,"['rt', 'rhjameson', 'mario', 'draghi', 'singled', 'uk', 'handling', 'covid', 'pandemic', 'great', 'example', 'httpstcom', '']",0.8,0.75,Positive
1776,"RT @RWMaloneMD: ""major concerns regarding potential flaws in the reliability of the Israeli data with respect to the Pfizer-BioNTech COVID-…",0,2021-10-22 21:28:34+00:00,763,"['rt', 'rwmalonemd', 'major', 'concern', 'regarding', 'potential', 'flaw', 'reliability', 'israeli', 'data', 'respect', 'pfizerbiontech', 'covid', '']",0.03125,0.75,Positive
1777,HOW MANY PEOPLE ARE BURRIED WITH THEIR CPF NUMBER TO PREVENT FAKE COVID-19 DEATHS FROM 2019 https://t.co/rdhCgQir33,1,2021-10-22 21:28:34+00:00,0,"['many', 'people', 'burried', 'cpf', 'number', 'prevent', 'fake', 'covid', 'death', 'httpstcordhcgqir']",0.0,0.75,Neutral
1778,"RT @FBC_News: The Ministry of Health will be prioritizing COVID-19 booster shots for moderately and severely immunocompromised persons.
#FB…",0,2021-10-22 21:28:34+00:00,1,"['rt', 'fbcnews', 'ministry', 'health', 'prioritizing', 'covid', 'booster', 'shot', 'moderately', 'severely', 'immunocompromised', 'person', 'fb', '']",0.0,0.7,Neutral
1779,RT @EFFSouthAfrica: MALEMA: No one will force anyone to vaccinate. I'm vaccinated because I believe in science and the trials for Covid-19…,0,2021-10-22 21:28:34+00:00,160,"['rt', 'effsouthafrica', 'malema', 'one', 'force', 'anyone', 'vaccinate', 'im', 'vaccinated', 'believe', 'science', 'trial', 'covid', '']",0.0,0.0,Neutral
1780,"RT @Reuters: Walmart, Walgreens U.S. stores roll out Moderna, J&amp;J COVID-19 booster shots https://t.co/5EDdl5j5e0 https://t.co/dPNZdSb2Kj",0,2021-10-22 21:28:34+00:00,22,"['rt', 'reuters', 'walmart', 'walgreens', 'u', 'store', 'roll', 'moderna', 'jampj', 'covid', 'booster', 'shot', 'httpstcoeddlje', 'httpstcodpnzdsbkj']",0.0,0.0,Neutral
1781,@joesk1d @BtcGalt @LilAlbertaNinja @FionaMattatall Information from BUMPS - Best Use of Medicine in Pregnancy Service on COVID19 vaccination.  https://t.co/GU9r3j9Lc7,0,2021-10-22 21:28:34+00:00,0,"['joeskd', 'btcgalt', 'lilalbertaninja', 'fionamattatall', 'information', 'bump', 'best', 'use', 'medicine', 'pregnancy', 'service', 'covid', 'vaccination', 'httpstcogurjlc']",1.0,0.3,Positive
1782,"RT @StrictlyChristo: Anti-vaccine Washington state Rep. Jim Walsh (R-Aberdeen) gets locked out of the state capitol.

The Chief Clerk of th…",0,2021-10-22 21:28:34+00:00,9,"['rt', 'strictlychristo', 'antivaccine', 'washington', 'state', 'rep', 'jim', 'walsh', 'raberdeen', 'get', 'locked', 'state', 'capitol', 'chief', 'clerk', 'th', '']",0.0,0.0,Neutral
1783,"(Con’t) Over the course of several weeks, Deputy Welge courageously fought COVID-19 with support of his family and coworkers. He served his final shift on August 19, 2021, and tragically succumbed to the disease Thursday morning.",1,2021-10-22 21:28:33+00:00,0,"['con', 'course', 'several', 'week', 'deputy', 'welge', 'courageously', 'fought', 'covid', 'support', 'family', 'coworkers', 'served', 'final', 'shift', 'august', 'tragically', 'succumbed', 'disease', 'thursday', 'morning']",0.0,0.5,Neutral
1784,"RT @Reuters: Walmart, Walgreens U.S. stores roll out Moderna, J&amp;J COVID-19 booster shots https://t.co/5EDdl5j5e0 https://t.co/dPNZdSb2Kj",0,2021-10-22 21:28:33+00:00,22,"['rt', 'reuters', 'walmart', 'walgreens', 'u', 'store', 'roll', 'moderna', 'jampj', 'covid', 'booster', 'shot', 'httpstcoeddlje', 'httpstcodpnzdsbkj']",0.0,0.0,Neutral
1785,RT @BballIrl: The @Insuremyhouseie President’s Cup preliminary round fixture of @stpaulsbc v @plaoisepanthers scheduled for this weekend ha…,0,2021-10-22 21:28:32+00:00,2,"['rt', 'bballirl', 'insuremyhouseie', 'president', 'cup', 'preliminary', 'round', 'fixture', 'stpaulsbc', 'v', 'plaoisepanthers', 'scheduled', 'weekend', 'ha', '']",-0.2,0.4,Negative
