tweets,likes,time,retweets
RT @WRAL: Just In: Animals at the NC Zoo get their COVID-19 vaccines https://t.co/oIqb6NImRR,0,2021-10-22 21:30:06+00:00,16
CDC Study: COVID-19 Vaccines Not Linked to Higher Risk of Death | Health News | US News https://t.co/1Tl90xaXs2,0,2021-10-22 21:30:06+00:00,0
CVS (@cvspharmacy) starts offering Moderna COVID-19 vaccine booster shots at select Longs pharmacies: https://t.co/UXwZhqfKA4,3,2021-10-22 21:30:06+00:00,1
"The City of Lubbock reported 70 new COVID-19 cases and 0 additional deaths Friday.
https://t.co/QPVMtqj3K1",0,2021-10-22 21:30:05+00:00,0
"RT @IndiaToday: British PM Boris Johnson rules out another lockdown amid rising Covid-19 infections.

#Covid19 #BorisJohnson 
#RE
https://t…",0,2021-10-22 21:30:05+00:00,4
"“During the pandemic, inmates have been kept in their cells for 23 hours a day or longer. Hundreds of inmates write that they're only allowed out for 20 minutes at a time.” https://t.co/v024xkOrFk",0,2021-10-22 21:30:05+00:00,1
"It's becoming obvious that the US government funded the research that created COVID-19.
https://t.co/XdAHfqkPCc",0,2021-10-22 21:30:05+00:00,0
"@Mama__B You're right, it's not clear. They say nothing about capacity limits in churches. https://t.co/I4txErd3aL",0,2021-10-22 21:30:04+00:00,0
"Calling all young leaders! My MLA colleague @BrittnyAnderso is establishing BC’s first provincial Young Leaders Council. Apply today! 

https://t.co/6I4Sv3Tny8 https://t.co/osmsBJyzZw",4,2021-10-22 21:30:04+00:00,2
"RT @MoriartyLab: Here's what can still happen in Newfoundland and Labrador, based on numbers of people who still don't have their COVID-19…",0,2021-10-22 21:30:04+00:00,4
"RT @OccupyDemocrats: BREAKING: Popular California burger chain In-N-Out exposed for donating $40,000 to the Republican Party during the fai…",0,2021-10-22 21:30:04+00:00,5510
"RT @IndiaToday: British PM Boris Johnson rules out another lockdown amid rising Covid-19 infections.

#Covid19 #BorisJohnson 
#RE
https://t…",0,2021-10-22 21:30:03+00:00,4
"RT @WHO: The International Health Regulations Emergency Committee on #COVID19 reconvenes today, for the 9th time since its first meeting in…",0,2021-10-22 21:30:03+00:00,74
"According to Father Christopher Colavito, the newly appointed chaplain, this year marks a “rebuild year” for the TCNJ Catholic Campus Ministry because it had essentially closed down during the COVID-19 pandemic last year.   https://t.co/IVscRfn6aS",0,2021-10-22 21:30:03+00:00,0
"RT @RepThomasMassie: Thank you to @USRepLong for cosponsoring HR 3860, legislation I introduced to prevent members of the Armed Forces from…",0,2021-10-22 21:30:03+00:00,113
RT @MofaNepal: Ambassador of ROK to Nepal H. E. Mr. PARK Chong-suk paid a courtesy call on Hon Foreign Minister Dr. Narayan Khadka today. V…,0,2021-10-22 21:30:03+00:00,7
RT @CNNPolitics: NEW: Rep. Glenn Thompson tests positive for Covid-19 and is being treated at Walter Reed hospital https://t.co/I1CAtQ1TVu,0,2021-10-22 21:30:02+00:00,26
"TEACHERS / KAIAKO: One of the best ways to reduce the spread of COVID-19 inside the classroom is simply by opening doors and windows – the more fresh air, the better 👍 

@niwa_nz provides great tips on how to help keep classroom air fresh: https://t.co/AQ6PY4bNln 

#covid19nz https://t.co/Ih3lWEp9jd",0,2021-10-22 21:30:02+00:00,0
RT @RepThomasMassie: The goalposts are moving. First they changed the definition of “vaccine.” Now they’re changing the definition of “full…,0,2021-10-22 21:30:02+00:00,691
"#COVID19: EMEA Lockdown Restrictions, as of October 15, 2021 https://t.co/jeKpCK4I1n",1,2021-10-22 21:30:01+00:00,1
Do any of the COVID-19 vaccines currently in development in the United States,0,2021-10-22 21:30:01+00:00,0
RT @TheKingsFund: It is essential that lessons are learnt from the Covid-19 pandemic. In this long read we set out five priorities to help…,0,2021-10-22 21:30:01+00:00,4
WATCH: The provinces two health authorities provided an update on the health-care system amid the fourth wave of the COVID-19 pandemic. https://t.co/5PJbTVr6my,0,2021-10-22 21:30:00+00:00,0
"A number of factors, including the vaccine you started with and when your last dose was, help determine when you qualify. https://t.co/DD4pV3pbXB",0,2021-10-22 21:30:00+00:00,0
".@SecBlinken: The United States is proud to have donated more than $80 million in funding to Colombia to support a response, and six million safe, effective COVID-19 vaccine doses. As long as the virus is spreading anywhere, it’s a risk to people everywhere. https://t.co/EKznt7JVZp",39,2021-10-22 21:30:00+00:00,12
"The U.S. could change the definition of what it means to be fully vaccinated now that COVID-19 boosters are becoming the more available. 

https://t.co/Y2r7Bw3Cj6",1,2021-10-22 21:30:00+00:00,1
The Australian government has been indefinitely detaining 43 refugees at the Park Hotel in Melbourne. Nineteen detainees have tested positive for COVID-19 — including two who have been hospitalized for the virus. https://t.co/mkeDYgwSYj,7,2021-10-22 21:30:00+00:00,0
"According to @LawrenceGostin in @TIME, SAGO’s work could be highly useful in the future, but it’s unlikely to push the #COVID19 investigation forward now. “The same structural barriers are in place. As far as China is concerned, the investigation is over.” https://t.co/S0owj3quYE",0,2021-10-22 21:30:00+00:00,0
"Philippine health authorities on Friday began the expanded COVID-19 vaccination program for adolescents with more hospitals now administering the jabs.
https://t.co/7xcpFmDxC1",2,2021-10-22 21:30:00+00:00,0
RT @CDCgov: New study looking at millions of vaccinated &amp; unvaccinated people found no increased risk of death among #COVID19 vaccine recip…,0,2021-10-22 21:30:00+00:00,142
"Millions more Americans just became eligible for COVID-19 boosters, but figuring out who's eligible and when can be confusing. https://t.co/0m0kAfKBo5 https://t.co/hVxOdjHqjM",0,2021-10-22 21:30:00+00:00,0
"#InPics | The Seoul city government has filed a police complaint against members of South Korea's main labour group who, wearing outfits of megahit ""Squid Game"", defied COVID-19 curbs to protest for more jobs and better work conditions

https://t.co/cIpQ9DezTh",4,2021-10-22 21:30:00+00:00,2
"British PM Boris Johnson rules out another lockdown amid rising Covid-19 infections.

#Covid19 #BorisJohnson 
#RE
https://t.co/iNVvYBhw59",3,2021-10-22 21:30:00+00:00,4
"IN-N-OUT FINED: “We refuse to become the vaccination police for any government,” In-N-Out's chief legal and business officer said in a statement. 
https://t.co/4yKVe9PPQF",9,2021-10-22 21:30:00+00:00,3
"RT @Jerusalem_Post: “If you brought the people who fought the 1918 #pandemic and showed them what we have done,” says Dr. John N. Nkengason…",0,2021-10-22 21:30:00+00:00,2
"RT @OrangeCoFL: 🚌 Tomorrow's #IGotMyShot COVID-19 Vaccine Trailer Event 🚌
✅ Camden North Quarter (777 North Orange Ave, Orlando, FL 32801)…",0,2021-10-22 21:29:59+00:00,6
RT @RepThomasMassie: The goalposts are moving. First they changed the definition of “vaccine.” Now they’re changing the definition of “full…,0,2021-10-22 21:29:58+00:00,691
RT @TOIMumbai: #Mumbai News #LIVEUpdates: Major fire broke out at Currey Road’s Avighna Park building. The fire broke out on the 19th floor…,0,2021-10-22 21:29:57+00:00,83
RT @PatsKarvelas: I didn’t enjoy any new “freedoms” today. A freedom failure I am. #Covid_19,0,2021-10-22 21:29:57+00:00,20
"I hear a worrying amount of people saying they're ""waiting for Novavax"" (not helped by government story a few weeks ago about using as booster). Novavax has never commercialised a vaccine. Hasn't applied to US FDA for approval for COVID vaccine yet.

https://t.co/aLdESKZaIA",3,2021-10-22 21:29:56+00:00,0
"RT @HeshmatAlavi: Fifth #Covid_19 Wave in #Iran Worsens, As Sixth Wave Is Imminent

Since the beginning of the pandemic, the regime’s only…",0,2021-10-22 21:29:56+00:00,7
@Novavax “Novavax data confirm that it’s possible to achieve the same efficacy against COVID-19 with a more familiar technology that more people may be inclined to trust. “ also noted in the article is very good efficacy,0,2021-10-22 21:29:55+00:00,0
"“If you brought the people who fought the 1918 #pandemic and showed them what we have done,” says Dr. John N. Nkengasong, director of the #Africa Centres for Disease Control and Prevention (Africa #CDC), “they would look at us with total admiration.

https://t.co/Gh5RAHo8o6",1,2021-10-22 21:29:54+00:00,2
"RT @RWMaloneMD: This is just sick.  And heartbreaking, both literally and figuratively. This must stop.

""White House Details Plan To ""Quic…",0,2021-10-22 21:29:53+00:00,13061
"RT @GandBLawyers: Singapore with one of the highest vaccination rates in the world, seeing spiralling deaths and covid-19 out of control. B…",0,2021-10-22 21:29:53+00:00,59
"RT @Tennis_Majors: Disappointing news for @EmmaRaducanu, @Simona_Halep and co in Romania next week https://t.co/Z5GX1Ib9Ki",0,2021-10-22 21:29:53+00:00,3
"RT @CP24: #BREAKING: Ontario restaurants, gyms to return to full pre-pandemic capacity on Oct. 25; all other COVID-19 mitigation measures t…",0,2021-10-22 21:29:51+00:00,283
"RT @GBNEWS: Coming up on The Great British Breakfast...

Over 50,000 Covid-19 cases have been recorded in the UK for the first time in thre…",0,2021-10-22 21:29:51+00:00,20
"RT @EricTopol: An assessment of Covid's impact on cognitive function in 740 individuals finds ""a relatively high frequency of cognitive imp…",0,2021-10-22 21:29:50+00:00,517
"RT @HeshmatAlavi: Fifth #Covid_19 Wave in #Iran Worsens, As Sixth Wave Is Imminent

Since the beginning of the pandemic, the regime’s only…",0,2021-10-22 21:29:50+00:00,7
RT @CityNewsVAN: A B.C. Supreme Court judge has approved an injunction to enforce a closure order against a restaurant in Hope that has ref…,0,2021-10-22 21:29:49+00:00,13
"RT @NILC: The pandemic is still hitting our communities hard — and its impact is especially dire for immigrants &amp; people of color.

Our #CO…",0,2021-10-22 21:29:49+00:00,3
RT @mark89894: Arizona AG Seeks Temporary Restraining Order to Stop Biden's 'Unconstitutional' COVID-19 Vaccine Mandates https://t.co/VaSHy…,0,2021-10-22 21:29:48+00:00,21
"RT @CBCIndigenous: New cases of COVID-19 are continuing on an upward trend in many First Nations communities across the country, according…",0,2021-10-22 21:29:48+00:00,13
RT @SCMPNews: An endless queue of coal trucks lines this China-Mongolia highway. Strict Covid-19 measures have stranded drivers at the bord…,0,2021-10-22 21:29:48+00:00,10
RT @RepThomasMassie: The goalposts are moving. First they changed the definition of “vaccine.” Now they’re changing the definition of “full…,0,2021-10-22 21:29:47+00:00,691
"RT @cordeliers: Purportedly to treat COVID, Merck intends to recycle the junk flu drug molnupiravir, the development of which has been stal…",0,2021-10-22 21:29:46+00:00,39
RT @_collectivemag: What Does COVID-19 Mean for Sports Societies | Written by Ellie Hutchings https://t.co/PhWgmsVhU0 #writeforus #thecolle…,0,2021-10-22 21:29:45+00:00,1
RT @RepThomasMassie: The goalposts are moving. First they changed the definition of “vaccine.” Now they’re changing the definition of “full…,0,2021-10-22 21:29:45+00:00,691
"RT @walkleys: The winner of the 2021 Nikon Photo of the Year Prize is Kate Geraghty (@geraghtyk), for her shot for the @smh, ""Fighting COVI…",0,2021-10-22 21:29:45+00:00,18
"RT @OrangeCoFL: 🚌 Tomorrow's #IGotMyShot COVID-19 Vaccine Trailer Event 🚌
✅ Lake Heiniger Estates (2367 Pickford Circle, Apopka, FL 32703)…",0,2021-10-22 21:29:44+00:00,2
"RT @brownstoneinst: This chart is the most updated and comprehensive library list of 91 of the highest-quality, complete, most robust scien…",0,2021-10-22 21:29:43+00:00,14
"RT @wesstreeting: I’ve tested positive for covid-19 and I’m now self-isolating. I’ll be back at work on Monday 1st November. 

I’ve had qui…",0,2021-10-22 21:29:43+00:00,184
"RT @YALiberty: Your tax dollars funded the Wuhan lab in China that very likely may have been responsible for the COVID-19 pandemic.

Really…",0,2021-10-22 21:29:43+00:00,375
"RT @RashidaTlaib: I lost a childhood friend to #Covid_19 yesterday. He was only 44 years old, a father of 4 with another on the way. 

Plea…",0,2021-10-22 21:29:43+00:00,94
"@tedcruz 100% False. Complete opposite. 

It's Republicans who politicized vaccines as masks. They don't want @POTUS to succeed at any cost. 

Fact:
Data is clear: Natural immunity is not better. The COVID-19 vaccines create more effective &amp; longer-lasting immunity than natural immunity.",5,2021-10-22 21:29:42+00:00,0
"RT @YALiberty: Your tax dollars funded the Wuhan lab in China that very likely may have been responsible for the COVID-19 pandemic.

Really…",0,2021-10-22 21:29:42+00:00,375
"RT @YALiberty: Your tax dollars funded the Wuhan lab in China that very likely may have been responsible for the COVID-19 pandemic.

Really…",0,2021-10-22 21:29:42+00:00,375
"RT @MoriartyLab: As of Oct 9, 2021

COVID-19 vaccinations have saved ~432,600 lives in Canada

BUT

If all unvaccinated people are exposed…",0,2021-10-22 21:29:41+00:00,47
"RT @CMichaelGibson: WHO estimate: 115,000 health workers have died from Covid-19, as calls for vaccine access grow https://t.co/GBjmkQygcn…",0,2021-10-22 21:29:41+00:00,9
"RT @GovTimWalz: BIG NEWS: Minnesota will start administering Moderna and Johnson &amp; Johnson booster shots, meaning eligible Minnesotans can…",0,2021-10-22 21:29:40+00:00,41
"RT @ZubyMusic: Is anybody aware of a single otherwise healthy child, anywhere in the world who died directly as a result of Covid-19 over t…",0,2021-10-22 21:29:40+00:00,479
"RT @RashidaTlaib: I lost a childhood friend to #Covid_19 yesterday. He was only 44 years old, a father of 4 with another on the way. 

Plea…",0,2021-10-22 21:29:40+00:00,94
"Nova Scotia COVID-19 Protocol for Proof of Full Vaccination for Events and Activities (2021-10-04)
https://t.co/LUbIKCfb7N https://t.co/tdK01iIOQA",0,2021-10-22 21:29:40+00:00,0
"RT @bluevirginia: #fridaymorning (10/22) #Virginia Data on #Covid_19: 1-Day New Cases +1,665; 10-Day New Cases +19,136; Hospitalizations at…",0,2021-10-22 21:29:40+00:00,2
RT @RepLeeZeldin: One of the best ways to prevent a pandemic/epidemic is early detection. While the CCP have been desperately covering up t…,0,2021-10-22 21:29:39+00:00,53
"RT @is_salsu: URGENT 

If you have taken the COVID-19 vaccine, kindly scan the bar code on your card and ensure the 2 doses are reflecting…",0,2021-10-22 21:29:39+00:00,131
RT @bannerite: Unvaccinated are hosts to #Covid_19 virus and allow it to mutate! They are a serious threat to the rest of us! #GetVaccinate…,0,2021-10-22 21:29:39+00:00,6
"RT @OccupyDemocrats: BREAKING: Popular California burger chain In-N-Out exposed for donating $40,000 to the Republican Party during the fai…",0,2021-10-22 21:29:39+00:00,5511
"RT @JujuliaGrace: There were over 50,000 cases of COVID-19 in the UK yesterday. 

Hospitalisations and deaths continue to rise. And our gov…",0,2021-10-22 21:29:38+00:00,1549
"RT @TinglongDai: COVID-19 vaccination efforts have slowed down or plateaued in developing and developed nations alike. 

Is a 100% vaccinat…",0,2021-10-22 21:29:37+00:00,2
RT @propublica: A school district in Kentucky recently allocated about $1 million in federal pandemic funding to help replace its track &amp; f…,0,2021-10-22 21:29:36+00:00,27
"RT @HeshmatAlavi: Fifth #Covid_19 Wave in #Iran Worsens, As Sixth Wave Is Imminent

Since the beginning of the pandemic, the regime’s only…",0,2021-10-22 21:29:36+00:00,7
"RT @TinaWeede: HB NEXT along with Peerless Performance, are committed to helping companies so vaccine and test management doesn’t become an…",0,2021-10-22 21:29:36+00:00,1
"RT @RWMaloneMD: ""major concerns regarding potential flaws in the reliability of the Israeli data with respect to the Pfizer-BioNTech COVID-…",0,2021-10-22 21:29:35+00:00,757
"@VladaRH @koronavirus_hr @ViliBeros Friends, you have to start thinking with your own head, and not with the head of WHO, CDC or European Medicines Agency, hypnotized by the Big Pharma. 
Therapies exist. Just use them.
https://t.co/ThjRJbGXSg
https://t.co/ccYNNHlR7x
https://t.co/biQADrLN1m
https://t.co/ev0rS45oaz",0,2021-10-22 21:29:35+00:00,0
mC:&gt; covid-19 (#coronavirus) worldwide data: https://t.co/TC5tHqlFI7 #,0,2021-10-22 21:29:34+00:00,0
"@ad_1980 Hi, there's no form to fill out when traveling to Dubai. You can check the travel requirements here https://t.co/tVYdSk64Km. -Neil",0,2021-10-22 21:29:34+00:00,0
"RT @EmeraldRobinson: Dr. Fauci is not just morally responsible for creating COVID-19, he is directly responsible for millions of deaths aro…",0,2021-10-22 21:29:34+00:00,3548
"GOP Rep. Glenn Thompson, who is vaccinated, tests positive for Covid-19 
https://t.co/EnInAAZ2X6",0,2021-10-22 21:29:33+00:00,0
"Governor Pritzker said people who work in licensed day care centers need to get new vaccination or weekly testing in order to prevent further spread of COVID-19 and to protect the health and safety of young residents of Illinois #WCIA
https://t.co/obzKqHhEos",0,2021-10-22 21:29:33+00:00,0
"RT @CBCAlerts: Ontario Senator Josée Forest-Niesing in hospital with COVID-19. Senator's office says she is double vaccinated, as is her fa…",0,2021-10-22 21:29:31+00:00,95
"RT @gdrosser: Well done #WOMAD! “WOMAD announces mandatory COVID-19 vaccination for 2022, top cop calls for mandate at Adela…” https://t.co…",0,2021-10-22 21:29:31+00:00,1
"RT @JujuliaGrace: There were over 50,000 cases of COVID-19 in the UK yesterday. 

Hospitalisations and deaths continue to rise. And our gov…",0,2021-10-22 21:29:30+00:00,1549
RT @ResilientAriz: Resilient Arizona is a federally-funded program that provides 100% free crisis counseling to promote resilience and reco…,0,2021-10-22 21:29:30+00:00,1
RT @LeeMossNP: Congratulations to @DrPeckPNP and her team on this very important study! #NPsLead @Baylor - led Study Analyzes Impact of #CO…,0,2021-10-22 21:29:30+00:00,1
"RT @EmeraldRobinson: Dr. Fauci is not just morally responsible for creating COVID-19, he is directly responsible for millions of deaths aro…",0,2021-10-22 21:29:29+00:00,3548
"RT @CraigCaplan: Rep. Glenn ""GT"" Thompson (R-PA), who spoke on the House floor earlier today, tested positive for COVID-19 this afternoon t…",0,2021-10-22 21:29:29+00:00,11
"(Con’t) Like so many first responders who have lost their life to COVID-19, Deputy Welge’s passing is recognized as a line of duty death. We appreciate your respect for the Welge family’s privacy. Additional details including funeral arrangements will be provided when available.",2,2021-10-22 21:29:28+00:00,0
"RT @BusisiweMtungwa: @SizweLo Covid 19 has mercy on elections, we will hear about it after the 1st of November 2021.",0,2021-10-22 21:29:28+00:00,3
"""OSHA will not enforce 29 CFR 1904’s recording requirements to require any employers to record worker side effects from COVID-19 vaccination at least through May 2022."": OSHA Coverup Feeds Vaccine-Conspiracy Theories https://t.co/G0eL1nRJQs #tcot #ccot #JC",0,2021-10-22 21:29:28+00:00,0
"RT @CGTNOfficial: New data from the World Health Organization (WHO) estimates that somewhere between 80,000 and 180,000 #healthcare workers…",0,2021-10-22 21:29:28+00:00,12
"RT @EricTopol: In over 2200 children ages 5-11, a placebo-controlled trial of a dose of 10 μg, 1/3 of adults, showed 90.7% efficacy of Pfiz…",0,2021-10-22 21:29:28+00:00,170
"RT @EzraKahan: How does Ontario already know that it'll be safe to remove mask mandates in March 2022?

https://t.co/CJXR5nvk4j",0,2021-10-22 21:29:28+00:00,5
RT @RepThomasMassie: The goalposts are moving. First they changed the definition of “vaccine.” Now they’re changing the definition of “full…,0,2021-10-22 21:29:28+00:00,691
RT @RepThomasMassie: The goalposts are moving. First they changed the definition of “vaccine.” Now they’re changing the definition of “full…,0,2021-10-22 21:29:28+00:00,691
"@BBCNews Thought Boris Johnson said he would follow the science  His own scientists want him to act sooner rather than later !
 I know who  I trust and its not Boris or his ""Odd Bod Mogg"" and the Covid-19 sceptics .",0,2021-10-22 21:29:26+00:00,0
"RT @JimRosicaFL: 'A modern miracle': Experts marvel at ⁦@CDCgov⁩ data showing fully vaccinated make up less than 1% of #COVID deaths 
https…",0,2021-10-22 21:29:26+00:00,33
"RT @Lance63: Covid-19: wear face masks now, urge #Cornwall  doctors https://t.co/naPyrYwZe6",0,2021-10-22 21:29:26+00:00,14
"RT @Golden_Pup: Vaccine Adverse Events in Ontario (Oct 11 - Oct 17)
- Reporting rate still increasing in all ages
- 19 more hospitalization…",0,2021-10-22 21:29:26+00:00,138
"RT @RWMaloneMD: This is just sick.  And heartbreaking, both literally and figuratively. This must stop.

""White House Details Plan To ""Quic…",0,2021-10-22 21:29:24+00:00,13061
"RT @GottaLaff: Walmart, Walgreens U.S. stores roll out Moderna, J&amp;J COVID-19 booster shots https://t.co/3uqwcPs5yn",0,2021-10-22 21:29:24+00:00,2
RT @thehill: Fauci says it's recommended to get same vaccine for COVID-19 boosters https://t.co/1vgL1XUa4M https://t.co/XRvwFQzwgc,0,2021-10-22 21:29:24+00:00,13
CDC approves Moderna and J&amp;J Covid-19 vaccine boosters https://t.co/BDqBtXrRNf,1,2021-10-22 21:29:23+00:00,0
"RT @RashidaTlaib: I lost a childhood friend to #Covid_19 yesterday. He was only 44 years old, a father of 4 with another on the way. 

Plea…",0,2021-10-22 21:29:22+00:00,94
Just heard about this: Coronavirus Politics: The Comparative Politics and Policy of COVID-19 - including the UK chapter that talks about the impact of austerity https://t.co/2MqFRg67R0,0,2021-10-22 21:29:21+00:00,1
"""Former NSW Labor minister Eddie Obeid was jailed over a mine licence conspiracy, then released on bail minutes later after his lawyers appealed, saying the 77-year-old could get COVID-19 while behind bars.""

https://t.co/JKIHnOCRh2",0,2021-10-22 21:29:20+00:00,0
RT @RepThomasMassie: The goalposts are moving. First they changed the definition of “vaccine.” Now they’re changing the definition of “full…,0,2021-10-22 21:29:20+00:00,691
Ontario plans to lift all COVID-19 public health measures — masks included — by March | CBC News🤣🤣🤣🤣 https://t.co/PE7vTuESBE,1,2021-10-22 21:29:19+00:00,0
"RT @RWMaloneMD: ""major concerns regarding potential flaws in the reliability of the Israeli data with respect to the Pfizer-BioNTech COVID-…",0,2021-10-22 21:29:19+00:00,763
"RT @TheDispatchFC: The claim that 45 percent of Massachusetts’s COVID-19 deaths were from vaccinated people is false.

A fact check from @K…",0,2021-10-22 21:29:19+00:00,69
"RT @JamesCLohman1: Trump, like his Brazilian counterpart, is a Covid Criminal.

#Covid_19  
#TrumpisaNationalDisgrace 
#trumpliedpeopledied…",0,2021-10-22 21:29:18+00:00,4
"RT @SenRickScott: Today, I wrote to the @HHSgov Inspector General demanding answers on what the Biden administration knows about the origin…",0,2021-10-22 21:29:17+00:00,24
"RT @JossWaddyProEU: @lucyallan If the NHS let her down, it is singularly the fault of your party who have underfunded the NHS acutely and c…",0,2021-10-22 21:29:17+00:00,2
RT @LeslynLewis: Never have Canadian children been used as shields for adults. Parents question vaccinating kids 5-12 without long-term dat…,0,2021-10-22 21:29:16+00:00,870
"RT @OccupyDemocrats: BREAKING: Popular California burger chain In-N-Out exposed for donating $40,000 to the Republican Party during the fai…",0,2021-10-22 21:29:16+00:00,5511
RT @ChicagoBears: Coach Nagy announced that Jimmy Graham has been placed on the reserve/COVID-19 list.,0,2021-10-22 21:29:14+00:00,87
RT @WGNNews: #BREAKING: Illinois to require COVID-19 vaccinations or testing for daycare center staff https://t.co/zh9Ja4bwaA,0,2021-10-22 21:29:14+00:00,17
"What the actual Fuck! This makes my blood boil! @MichealMartinTD @DonnellyStephen - I hope you and the judge who have sanctioned this burn in hell! 
https://t.co/w4I8HCCgSE",0,2021-10-22 21:29:14+00:00,0
System Of A Down's Serj Tankian Tests Positive For COVID-19 https://t.co/llQWvgIrO1,1,2021-10-22 21:29:14+00:00,0
🎵 System Of A Down's Serj Tankian Tests Positive For COVID-19 https://t.co/SRmTdq8eRr,1,2021-10-22 21:29:14+00:00,0
RT @dwnews: German health officials have sounded the alarm as the country experiences a spike in COVID-19 infections. https://t.co/NwMBfNcU…,0,2021-10-22 21:29:13+00:00,11
"On 10/21/21, 320 #COVID19 cases were reported (2.0%); 16 were hospitalized (total  167), 4  died, 25 were discharged; 76.9% of the population has received at least 1 dose of vaccine, 65.8% has completed the series; 76.9% of those 12+ has received one dose: https://t.co/cCqDki7b9H https://t.co/OcE0G83KF5",0,2021-10-22 21:29:13+00:00,1
RT @StraightTalkMD: What is the #science of #naturalimmunity vs. vaccine immunity? What is the best timing of #vaccine doses to maximize im…,0,2021-10-22 21:29:13+00:00,1
"RT @RCSI_Irl: Less invasive saliva PCR test is almost as accurate as nasal/throat swab in detecting COVID-19.

#COVID19testing 
https://t.c…",0,2021-10-22 21:29:12+00:00,67
RT @RepThomasMassie: The goalposts are moving. First they changed the definition of “vaccine.” Now they’re changing the definition of “full…,0,2021-10-22 21:29:12+00:00,691
RT @EUAntisemitism: On 21 Oct. the European Council welcomed the EU strategy on combating antisemitism and fostering Jewish life adopted by…,0,2021-10-22 21:29:12+00:00,9
"If you do not want to make your employees get vaccinated but still would like to encourage vaccines, here are some incentives to try! For more information on employee vaccine mandates, go to https://abacuspay.​com/covid-19-can-employers-require-vaccination/ https://t.co/RTcE1VA8Pd",0,2021-10-22 21:29:11+00:00,0
"@tedcruz So to be clear, the argument here is ""contract Covid-19 so we're immune to Covid-19""?",0,2021-10-22 21:29:11+00:00,0
"RT @dev_discourse: Canada scraps COVID-19 travel advisory; Ontario to end mask, vaccine rules by March https://t.co/jSoivss4Tr",0,2021-10-22 21:29:11+00:00,1
RT @Reuters: Pfizer announced that their COVID-19 vaccine has proven to be more than 90% effective in children ages 5 to 11 in a clinical t…,0,2021-10-22 21:29:10+00:00,58
RT @blanchard_jenni: Victoria ends quarantine for vaccinated arrivals .. Mr Sutton reminded Victorians they could still transmit the virus…,0,2021-10-22 21:29:10+00:00,2
"Following approvals by the FDA, CDC and NC HHS, @AtriumHealth will soon be able to offer booster doses of the Moderna and Johnson &amp; Johnson COVID-19 vaccines in addition to the Pfizer booster, which is available NOW.
https://t.co/UMbLZtXEMB",0,2021-10-22 21:29:10+00:00,0
"RT @WSJ: Sexual desire is lower than it’s been at any point during the pandemic for people who are feeling stressed, a new study says. To r…",0,2021-10-22 21:29:10+00:00,420
"RT @EmeraldRobinson: Dr. Fauci is not just morally responsible for creating COVID-19, he is directly responsible for millions of deaths aro…",0,2021-10-22 21:29:10+00:00,3548
"Do what is best for yourself and your family. Do not let anyone influence your decision, no matter who they are. #Biden #Fauci #VaccineMandate #NYC #Covid_19",0,2021-10-22 21:29:09+00:00,0
RT @thepointsguy: Avoid this frustrating COVID-19 testing mistake while traveling in the UK https://t.co/vcVL7KcOCT,0,2021-10-22 21:29:09+00:00,2
"RT @duty2warn: Chad Bianco, sheriff of Riverside County who railed against COVID-19 restrictions has been revealed as a member of the Oath…",0,2021-10-22 21:29:08+00:00,1016
"RT @Dingodingo14: More on the Farmers to Families (not Food to Families) program. 

#Ivanka #IvankaWatch #TrumpAdminWatch 

https://t.co/wQ…",0,2021-10-22 21:29:08+00:00,1
RT @brianlilley: Ontario's plan to lift restrictions starts with lifting capacity limits for restaurants and gyms starting Monday and barri…,0,2021-10-22 21:29:07+00:00,67
RT @Reuters: Pfizer announced that their COVID-19 vaccine has proven to be more than 90% effective in children ages 5 to 11 in a clinical t…,0,2021-10-22 21:29:07+00:00,58
"@SylasMcfly @gonzo6664 Full of COVID-19 &amp; other 🦠 
No nutrition
Tastes terrible https://t.co/nZr2206FYO",0,2021-10-22 21:29:07+00:00,0
"Starting Oct. 29, New York City municipal employees will be required to be vaccinated against Covid-19.  https://t.co/3iNzgu90yO",1,2021-10-22 21:29:07+00:00,0
"RT @sama: After 9/11 (3k US deaths), we got so much societal change and spent trillions of dollars.

After COVID-19 (700k+ US deaths), we s…",0,2021-10-22 21:29:07+00:00,77
"RT @ABC: There are different rules for different kinds of COVID-19 vaccine boosters. When is it your turn? @ABC News breaks it down.

https…",0,2021-10-22 21:29:05+00:00,37
RT @Reuters: Pfizer announced that their COVID-19 vaccine has proven to be more than 90% effective in children ages 5 to 11 in a clinical t…,0,2021-10-22 21:29:05+00:00,58
RT @LeslynLewis: Never have Canadian children been used as shields for adults. Parents question vaccinating kids 5-12 without long-term dat…,0,2021-10-22 21:29:05+00:00,870
RT @DrSyedHaider: My experience using ivermectin and fluvoxamine in 4000 acute COVID-19 patients: 5 hospitalized. 0 dead. 4000 recovered. 5…,0,2021-10-22 21:29:04+00:00,16409
"RT @DMHospitalGroup: #CitywestVaccinationCentre is open for dose 1 and dose 2 walk-in #COVIDVaccination this bank holiday weekend 

Saturda…",0,2021-10-22 21:29:04+00:00,7
"RT @RashidaTlaib: I lost a childhood friend to #Covid_19 yesterday. He was only 44 years old, a father of 4 with another on the way. 

Plea…",0,2021-10-22 21:29:03+00:00,94
Booster shots are now outpacing demand for the initial series of COVID-19 vaccinations in Illinois -- here's who can sign up for them and how https://t.co/vQWPOHv4Bw,0,2021-10-22 21:29:03+00:00,0
